year,state,latitude,longitude,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,humidity_pct,solar_radiation,wind_speed_ms
201611,Illinois,40.633,-89.398,7.62,25.17,-5.47,2.15,78.96,8.53,3.16
201612,Illinois,40.633,-89.398,-3.06,11.93,-20.44,0.83,79.25,5.85,3.65
201613,Illinois,40.633,-89.398,11.8,33.47,-20.44,2.59,80.0,14.89,3.08
201701,Illinois,40.633,-89.398,-1.5,15.45,-18.67,1.5,82.78,5.12,3.73
201702,Illinois,40.633,-89.398,4.08,20.24,-10.15,0.68,76.65,10.82,3.82
201703,Illinois,40.633,-89.398,5.18,25.61,-8.76,2.91,73.85,12.34,4.09
201704,Illinois,40.633,-89.398,13.37,26.49,-1.49,4.91,75.33,16.32,3.91
201705,Illinois,40.633,-89.398,16.1,29.06,3.1,2.99,76.14,21.14,3.47
201706,Illinois,40.633,-89.398,22.38,31.88,10.45,2.28,71.89,25.88,2.83
201707,Illinois,40.633,-89.398,24.86,34.49,13.21,3.32,71.63,24.07,2.18
201708,Illinois,40.633,-89.398,22.45,34.25,12.33,2.15,65.12,20.1,2.1
201709,Illinois,40.633,-89.398,20.96,34.59,8.59,0.64,61.31,18.06,2.37
201710,Illinois,40.633,-89.398,14.13,29.58,-4.52,3.33,69.77,9.77,3.42
201711,Illinois,40.633,-89.398,4.44,18.67,-6.92,1.65,74.1,7.61,3.38
201712,Illinois,40.633,-89.398,-2.33,17.7,-22.35,0.41,72.39,6.45,3.72
201713,Illinois,40.633,-89.398,12.04,34.59,-22.35,2.24,72.57,14.82,3.25
201801,Illinois,40.633,-89.398,-4.53,15.94,-25.23,0.8,79.0,7.47,4.12
201802,Illinois,40.633,-89.398,-1.18,17.54,-17.16,4.65,79.39,8.25,3.82
201803,Illinois,40.633,-89.398,2.34,15.07,-6.64,2.49,74.8,13.33,3.76
201804,Illinois,40.633,-89.398,6.62,25.16,-6.71,1.44,72.93,17.3,3.56
201805,Illinois,40.633,-89.398,21.33,33.55,8.95,2.41,76.35,21.62,2.74
201806,Illinois,40.633,-89.398,23.84,33.18,10.96,4.74,78.17,22.16,2.37
201807,Illinois,40.633,-89.398,24.19,35.4,13.13,2.36,71.05,23.42,2.39
201808,Illinois,40.633,-89.398,24.95,35.4,13.64,4.04,69.55,19.26,2.5
201809,Illinois,40.633,-89.398,21.14,33.88,5.05,2.11,73.15,16.51,2.52
