year,state,latitude,longitude,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,humidity_pct,solar_radiation,wind_speed_ms
202106,Nebraska,41.492,-99.901,23.73,40.23,9.48,1.01,56.62,25.98,3.07
202107,Nebraska,41.492,-99.901,24.78,37.85,13.97,2.61,62.77,24.4,3.13
202108,Nebraska,41.492,-99.901,24.97,39.89,12.51,1.98,56.04,21.79,3.18
202109,Nebraska,41.492,-99.901,20.63,35.19,7.05,2.25,55.75,16.93,3.4
202110,Nebraska,41.492,-99.901,11.89,28.97,-0.85,0.89,60.25,12.76,3.63
202111,Nebraska,41.492,-99.901,6.01,25.06,-6.37,0.23,57.02,8.73,3.29
202112,Nebraska,41.492,-99.901,0.97,19.97,-14.5,0.22,57.55,7.4,3.84
202113,Nebraska,41.492,-99.901,11.13,40.23,-25.47,1.48,61.62,15.95,3.54
202201,Nebraska,41.492,-99.901,-2.72,12.82,-18.86,0.07,61.79,7.69,4.13
202202,Nebraska,41.492,-99.901,-2.43,16.87,-19.04,0.02,54.12,13.21,4.57
202203,Nebraska,41.492,-99.901,2.89,22.22,-11.39,0.36,55.68,15.87,4.54
202204,Nebraska,41.492,-99.901,8.93,33.38,-6.78,1.58,46.57,21.46,5.73
202205,Nebraska,41.492,-99.901,15.66,33.86,-1.1,2.76,58.06,20.94,3.53
202206,Nebraska,41.492,-99.901,23.8,40.25,8.14,1.61,49.49,26.27,3.61
202207,Nebraska,41.492,-99.901,26.45,40.8,15.83,3.05,54.4,25.13,2.83
202208,Nebraska,41.492,-99.901,26.23,40.35,14.14,0.52,46.4,22.06,3.02
202209,Nebraska,41.492,-99.901,21.18,39.36,9.04,0.92,45.52,18.28,3.09
202210,Nebraska,41.492,-99.901,11.79,29.36,-2.89,0.39,49.82,13.85,3.37
202211,Nebraska,41.492,-99.901,1.81,23.82,-12.93,0.11,54.35,9.34,3.94
202212,Nebraska,41.492,-99.901,-4.32,10.28,-26.3,0.77,70.54,5.95,4.49
202213,Nebraska,41.492,-99.901,10.85,40.8,-26.3,1.02,53.95,16.68,3.9
202301,Nebraska,41.492,-99.901,-2.92,9.26,-17.77,1.2,79.93,8.2,3.4
202302,Nebraska,41.492,-99.901,-0.77,15.37,-19.42,0.2,59.12,13.18,4.36
202303,Nebraska,41.492,-99.901,0.46,22.38,-9.57,0.3,61.25,14.65,3.95
202304,Nebraska,41.492,-99.901,9.85,32.83,-6.29,0.19,45.44,21.58,4.71
202305,Nebraska,41.492,-99.901,17.03,28.5,-0.34,5.4,66.85,22.65,3.2
202306,Nebraska,41.492,-99.901,21.8,33.56,11.0,2.46,60.94,24.44,2.67
202307,Nebraska,41.492,-99.901,24.29,39.4,11.41,3.25,61.06,23.92,2.26
202308,Nebraska,41.492,-99.901,25.21,40.86,12.58,1.31,52.39,21.87,2.99
202309,Nebraska,41.492,-99.901,20.85,40.1,9.32,2.13,56.55,17.98,2.91
202310,Nebraska,41.492,-99.901,10.45,29.62,-8.42,2.27,62.66,12.34,3.57
202311,Nebraska,41.492,-99.901,4.68,19.71,-8.7,0.77,62.75,9.07,3.32
202312,Nebraska,41.492,-99.901,0.73,18.3,-8.7,0.62,70.87,6.24,3.7
202313,Nebraska,41.492,-99.901,11.03,40.86,-19.42,1.69,61.73,16.35,3.41
