year,state,latitude,longitude,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,humidity_pct,solar_radiation,wind_speed_ms
202110,NorthDakota,47.551,-101.002,9.14,30.62,-3.71,2.38,66.69,10.13,4.06
202111,NorthDakota,47.551,-101.002,0.87,18.0,-14.16,0.48,71.2,5.82,4.03
202112,NorthDakota,47.551,-101.002,-8.83,12.53,-30.42,0.98,80.53,4.54,3.7
202113,NorthDakota,47.551,-101.002,8.02,38.71,-31.57,1.07,61.39,14.12,3.73
202201,NorthDakota,47.551,-101.002,-11.95,1.9,-32.85,0.68,91.87,6.67,4.12
202202,NorthDakota,47.551,-101.002,-10.79,9.64,-29.97,0.39,78.78,10.5,4.88
202203,NorthDakota,47.551,-101.002,-1.25,16.8,-21.44,0.19,63.73,14.83,4.76
202204,NorthDakota,47.551,-101.002,0.8,16.38,-16.73,3.96,75.21,15.65,5.1
202205,NorthDakota,47.551,-101.002,11.93,26.39,-1.01,2.57,67.01,19.73,4.05
202206,NorthDakota,47.551,-101.002,18.83,35.35,5.15,1.92,60.99,23.64,3.47
202207,NorthDakota,47.551,-101.002,23.01,35.87,11.47,2.61,60.81,24.95,2.88
202208,NorthDakota,47.551,-101.002,22.98,36.71,12.75,0.98,56.63,19.86,2.8
202209,NorthDakota,47.551,-101.002,17.12,36.46,3.3,0.86,54.27,15.75,3.44
202210,NorthDakota,47.551,-101.002,7.89,23.88,-4.16,0.76,63.71,10.19,3.8
202211,NorthDakota,47.551,-101.002,-4.65,20.1,-17.56,0.82,78.11,4.98,4.54
202212,NorthDakota,47.551,-101.002,-13.02,0.91,-31.68,1.54,91.55,5.29,3.77
202213,NorthDakota,47.551,-101.002,5.17,36.71,-32.85,1.44,70.19,14.36,3.96
202301,NorthDakota,47.551,-101.002,-9.76,1.33,-30.55,0.22,96.7,6.94,2.87
202302,NorthDakota,47.551,-101.002,-6.32,10.58,-26.89,0.49,80.67,11.18,4.17
202303,NorthDakota,47.551,-101.002,-5.32,9.34,-17.58,0.96,75.49,18.55,4.26
202304,NorthDakota,47.551,-101.002,4.33,28.94,-9.02,0.63,63.28,17.04,4.37
202305,NorthDakota,47.551,-101.002,16.57,30.57,0.45,2.77,63.73,21.01,3.05
202306,NorthDakota,47.551,-101.002,21.72,33.78,9.35,3.06,60.23,23.09,2.56
202307,NorthDakota,47.551,-101.002,21.3,35.67,8.0,1.72,55.43,22.32,2.85
202308,NorthDakota,47.551,-101.002,21.39,36.33,11.18,2.36,62.38,18.6,2.84
202309,NorthDakota,47.551,-101.002,17.71,35.91,7.71,2.05,63.76,14.35,2.99
202310,NorthDakota,47.551,-101.002,6.64,29.14,-16.29,1.63,73.22,8.96,3.74
202311,NorthDakota,47.551,-101.002,-0.06,13.02,-12.19,0.1,75.17,6.09,3.61
202312,NorthDakota,47.551,-101.002,-2.5,8.59,-11.86,0.37,84.67,4.71,3.68
202313,NorthDakota,47.551,-101.002,7.21,36.33,-30.55,1.37,71.21,14.42,3.41
